"brand_name","id","product_id","review_text","reviewer_id","reviewer_name","source_name","source_review_id","star_rating"
"Pedigree","114720","62","Dear Customer,Were sorry to hear about your unfortunate experience and would like a chance to understand the issue better. We request you to contact our support team. You can reach us on our toll free number 1800 407 11 21 21, our consumer care center is reachable between 8:30 am to 5:00 pm, from Monday to Friday.Regards,Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","","0"
"Pedigree","114735","26","Dear Vishal,Were sorry to hear about your unfortunate experience and we would like to understand the issue better. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday. Our associate will be more than happy to help you.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","","0"
"Pedigree","114746","31","Dear Arin,We're sorry to hear about your unfortunate experience. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday. Our associate will be more than happy to help you.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","","0"
"Pedigree","114764","28","Dear Srinayana,Were sorry to hear about your unfortunate experience and would like a chance to rectify and make it right. We request you to contact our support team on our toll free number 1800407112121. Our consumer care center is reachable between 8:30 am to 5:00 pm, from Monday to Friday.Regards,Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","","0"
"Pedigree","114767","28","Dear Himanshu, Storing pet food is very important to retain flavor and taste. Keeping the food in sunlight or poor storage conditions can make the product undergo oxidation quickly, Take all possible measures to reduce exposure of pet food to air, moisture or heat and also from insects or rats. Buy only the quantity required for few weeks. Ensure that it is stored in a clean, cool and dry place in an airtight container. For further queries you can contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday. Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","","0"
"Pedigree","114776","62","Dear Vikash,Were sorry to hear about your unfortunate experience and we would like to understand the issue better. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","","0"
"Pedigree","114778","62","Dear Customer, We apoloogize for the inconvenience and would like to understand the issue better. We request you to call us on our toll free number 1800407112121, or E-mail us on pedigree.india@effem.com with complete contact details and we would be very happy to help you Better. Our consumer care center is reachable between 8:30 am to 5:00 pm, from Monday to Friday. Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","","0"
"Pedigree","114783","62","Dear Customer,We apologize for the inconvenience and would like to understand the issue better. We request you to contact our support team. You can reach us on our toll free number 1800 407 11 21 21, our consumer care center is reachable between 8:30 am to 5:00 pm, from Monday to Friday.Regards,Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","","0"
"Pedigree","114789","29","Dear Sachin,Were sorry to hear about your unfortunate experience and would like a chance to rectify and make it right. We request you to contact our support team. You can reach us on our toll free number 1800 407 11 21 21, our consumer care center is reachable between 8:30 am to 5:00 pm, from Monday to Friday.Regards,Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","","0"
"Pedigree","114792","29","Dear Anupam,Were sorry to hear about your unfortunate experience and we would like to understand the issue better. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","","0"
"Pedigree","114801","30","Dear Mansi,We're sorry to hear about your unfortunate experience. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday. Our associate will be more than happy to help you.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","","0"
"Pedigree","114803","30","Dear J,We're sorry to hear about this. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday. Our associate will be more than happy to help you.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","","0"
"Pedigree","114808","30","Dear Customer,Were sorry to hear about your unfortunate experience and we would like to understand the issue better. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","","0"
"Pedigree","114860","37","Dear Customer,Were sorry to hear about your unfortunate experience and we would like to understand the issue better. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","","0"
"Pedigree","114931","62","nice one","amzn1.account.AE7BV63YIENWMNHSXGPV2WHQB2LA","Amazon Customer","Amazon India","","0"
"Pedigree","114938","62","Dear Anuraag,Were sorry to hear about your unfortunate experience and we would like to understand the issue better. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday. Our associate will be more than happy to help you.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","","0"
"Pedigree","114942","62","Dear Customer,Were sorry to hear about your unfortunate experience and we would like to understand the issue better. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","","0"
"Pedigree","114998","62","Dear Customer,Were sorry to hear about your unfortunate experience and we would like to understand the issue better. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","","0"
"Pedigree","115006","4","thnx","amzn1.account.AF2VACQZ2PVELNEGTIYBPHOZNSAQ","Amazon Customer","Amazon India","","0"
"Pedigree","115013","4","Dear Anuraag,Were sorry to hear about your unfortunate experience and we would like to understand the issue better. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday. Our associate will be more than happy to help you.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","","0"
"Pedigree","115017","4","Dear Customer,Were sorry to hear about your unfortunate experience and we would like to understand the issue better. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","","0"
"Pedigree","115043","4","Dear Customer,Were sorry to hear about your unfortunate experience and we would like to understand the issue better. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","","0"
"Pedigree","115075","8","Dear Sunil,Were sorry to hear about your unfortunate experience and would like a chance to rectify and make it right. We request you to contact our support team. You can reach us on our toll free number 1800 407 11 21 21, our consumer care center is reachable between 8:30 am to 5:00 pm, from Monday to Friday.Regards,Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","","0"
"Pedigree","113007","28","Dear Srinayana,Were sorry to hear about your unfortunate experience and would like a chance to rectify and make it right. We request you to contact our support team on our toll free number 1800407112121. Our consumer care center is reachable between 8:30 am to 5:00 pm, from Monday to Friday.Regards,Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx10EM15V1BXFAH","0"
"Pedigree","112962","4","Dear Customer,Were sorry to hear about your unfortunate experience and would like a chance to understand the issue better. We request you to contact our support team. You can reach us on our toll free number 1800 407 11 21 21, our consumer care center is reachable between 8:30 am to 5:00 pm, from Monday to Friday.Regards,Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx12NXKKPRGN299","0"
"Pedigree","112662","80","Dear Customer, Pets are fussy eaters during summer due to heat. Hence we suggest to mix feeding wet gravy + dry food. It will provide both water and taste encouraging pet to eat.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx1533OIHOUROUT","0"
"Pedigree","112570","89","The same thing happened to my German Shepherd senior dog. Vomited plain bile one day and blood on the other. He even had passed blood in stools. !! Now realise why i dint get alert after the first telltale signs of putting this gravy! All dog lovers please be extremely cautious while introducing such chemical- laced foods. Please take the time to give him home cooked meals.","amzn1.account.AH254SXTBTT7KU6CCLKKXOHVFFVA","Amazon Customer","Amazon India","Mx161SNL9KB1S36","0"
"Whiskas","112620","91","Dear M K,We are sorry to hear about your unfortunate experience and recommend you to contact us as we would be happy to offer a free replacement. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday.Regards, Team Whiskas","amzn1.account.AFPP5VOCR7RGA3XTBF7HO5TKYAUA","Whiskas Expert","Amazon India","Mx16VL8U1O076KE","0"
"Whiskas","113268","22","Dear Avinash,Thank you for connecting with us. We would like to understand the issue better and request you to call us on our toll free number 1800407112121, or E-mail us on pedigree.india@effem.com with complete contact details. Our associates will be more than happy to help you with your query. Our consumer care center is reachable between 8:30 am to 5:00 pm, from Monday to Friday. Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx19RAE5D4NOU3T","0"
"Pedigree","112885","4","Dear Customer, We apologize for the inconvenience and would like to understand the issue better. We request you to call us on our toll free number 1800407112121, or E-mail us on pedigree.india@effem.com with complete contact details and we would be very happy to help you Better. Our consumer care center is reachable between 8:30 am to 5:00 pm, from Monday to Friday. Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx1AGW897HCO9HT","0"
"Pedigree","114004","62","May I ask which was the other seller you had mentioned? Thanks","amzn1.account.AFLAEB5YJ5J7VJ7Y3UO3NKKMFZUQ","A. A","Amazon India","Mx1CG72HNSR0PGF","0"
"Whiskas","113132","22","Dear Jignesh,Were sorry to hear about your unfortunate experience and we would like to understand the issue better. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday. Our associate will be more than happy to help you.Regards, Team Whiskas","amzn1.account.AFPP5VOCR7RGA3XTBF7HO5TKYAUA","Whiskas Expert","Amazon India","Mx1FK7HHIMSH9KY","0"
"Pedigree","113727","62","Its awesome that you are feeding street dogs. Keep it up!","amzn1.account.AGHQPWUUTFVN6XEYDS4TH4JMF6LA","Abhishek S.","Amazon India","Mx1GGVT6HV1YMUH","0"
"Pedigree","112679","77","Dear Saurabh,Were sorry to hear about your unfortunate experience and would like a chance to rectify and make it right. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx1GH1S82D2D8KF","0"
"Pedigree","113341","8","Dear Sunil,Were sorry to hear about your unfortunate experience and would like a chance to rectify and make it right. We request you to contact our support team. You can reach us on our toll free number 1800 407 11 21 21, our consumer care center is reachable between 8:30 am to 5:00 pm, from Monday to Friday.Regards,Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx1IW5MOZJHN1K8","0"
"Pedigree","112730","4","thnx","amzn1.account.AF2VACQZ2PVELNEGTIYBPHOZNSAQ","Amazon Customer","Amazon India","Mx1JSLWRNBAPXQC","0"
"Pedigree","112528","96","Dear Pritha,We deeply regret the inconvenience caused and would like a chance to rectify and make it right. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx1OPD1UHH4ADV7","0"
"Whiskas","112490","95","you should have adopted Indian cats. they are dying in streets, and you are boasting about your imported cats. Please refrain from such explicit language.","amzn1.account.AGK3CK26IVIHEA54IYSYMZC2POUQ","Amazon Customer","Amazon India","Mx1QL2A7YIUKSZO","0"
"Pedigree","112982","62","Dear Jeet,Were sorry to hear about your unfortunate experience and recommend you to contact us as we would be happy to help you better. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx1QUQF28TKPJIU","0"
"Pedigree","113066","31","Dear Customer,We apologize for the inconvenience and would like to understand the issue better. We request you to contact our support team. You can reach us on our toll free number 1800 407 11 21 21, our consumer care center is reachable between 8:30 am to 5:00 pm, from Monday to Friday.Regards,Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx1RZV6V56R2BQI","0"
"Pedigree","112993","31","Dear Harjot, The packaging date as you mentioned is 15-Nov-17 and it is best before 12 months from packing date i.e., 15-Nov-18. So, this is a fresh product which you can give to your pet. In case of further queries feel free to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx1T2AAC8MFOVLW","0"
"Pedigree","112886","4","Dear Customer, We apoloogize for the inconvenience and would like to understand the issue better. We request you to call us on our toll free number 1800407112121, or E-mail us on pedigree.india@effem.com with complete contact details and we would be very happy to help you Better. Our consumer care center is reachable between 8:30 am to 5:00 pm, from Monday to Friday. Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx1UCR29WE5BBWG","0"
"Whiskas","112479","105","actually even I was duped. I did not check it up immediately. Realized today when I opened the package.","amzn1.account.AFTSD67HJY7C7CSOLMJL4NJ45NUA","Amazon Customer","Amazon India","Mx1YAJXC30CYY33","0"
"Pedigree","113949","62","I do understand your point. There aren't enough players in the market to keep the price in check.It is non returnable item and now you .must be persistent to resolve this. Good luck.","amzn1.account.AFTQYJZYW6P5NOOJFBDKTDAQ5WMA","Karmic Voice","Amazon India","Mx1ZDIVSQSH0HJ2","0"
"Pedigree","113855","62","Thank you for the review, i was about to buy pedigree in bulk for my street dogs as there is interesting offer ... now i have dropped the plan after reading your review.","amzn1.account.AGDHRWDGH6WQZKJ2X5VK67JTUDSQ","Amazon Customer","Amazon India","Mx20KBGJ3KWS14R","0"
"Pedigree","112640","82","Dear Customer,Were sorry to hear about your unfortunate experience and would like a chance to rectify and make it right. We request you to contact our support team on our toll free number 1800407112121, our consumer care center is reachable between 8:30 am to 5:00 pm, from Monday to Friday.Regards,Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx210LES3HIIIBW","0"
"Pedigree","112934","30","Dear Raghav,Were sorry to hear about your unfortunate experience and we would like to understand the issue better. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx274UXL228V64M","0"
"Pedigree","113496","5","Dear Ojus,Were sorry to hear about your unfortunate experience and would like a chance to rectify and make it right. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx28818P35KS4J0","0"
"Whiskas","113269","22","Dear Avinash, Thank you for connecting with us. We  would like to understand the issue better and request you to call us on our toll free number 1800407112121, or E-mail us on pedigree.india@effem.com with complete contact details. Our associates will be more than happy to help you with your query. Our consumer care center is reachable between 8:30 am to 5:00 pm, from Monday to Friday.                                Regards, Team Whiskas","amzn1.account.AFPP5VOCR7RGA3XTBF7HO5TKYAUA","Whiskas Expert","Amazon India","Mx2K42NENST04BE","0"
"Pedigree","112953","4","Dear Customer, We request you to e-mail us on pedigree.india@effem.com with complete contact details.You can also call us on our toll free number 1800407112121 as we would be very happy to help you better. Our consumer care center is reachable between 8:30 am to 5:00 pm, from Monday to Friday. Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx2LD7VWIS5L1RT","0"
"Pedigree","112731","4","nice one","amzn1.account.AE7BV63YIENWMNHSXGPV2WHQB2LA","Amazon Customer","Amazon India","Mx2USI1UI6BHFGU","0"
"Pedigree","113051","26","Dear Vishal,Were sorry to hear about your unfortunate experience and we would like to understand the issue better. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday. Our associate will be more than happy to help you.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx2V4FR39HK49QV","0"
"Whiskas","112544","92","Dear Shagufta, Whiskas cat food provides pet owners with a range of meticulously pre-tested, balanced diets of proven nutrition for cats. Mars Inc maintains advanced testing facilities to evaluate the nutritional efficacy, Palatability and digestibility, safety and the practicality of their products like Whiskas. It is unlikely that Whiskas causes smelly feces. Make sure that you feed only the Whiskas food and not mix it with any home made food. If smell persists, we suggest you to take your vets opinion. Regards, Team Whiskas","amzn1.account.AFPP5VOCR7RGA3XTBF7HO5TKYAUA","Whiskas Expert","Amazon India","Mx2VFNWCY3JL9JD","0"
"Pedigree","113951","62","how much discount they provide? But one thing is very nagging that Pedigree is just keep on increasing the price while chicken and vegetables prices are almost stable for last three years in India ?In one time I found their bag was having less quantity than 3kgs almost 400grams less which I sent email to them but they never replied..","amzn1.account.AF3Z4OMCBPXYSSRZY3K5DMSS4D3A","Raja","Amazon India","Mx2VXXW7371LNJA","0"
"Whiskas","112532","110","Dear Pallavi,Were sorry to hear about your unfortunate experience and would like a chance to rectify and make it right. We request you to contact our support team. You can reach us on our toll free number 1800 407 11 21 21, our consumer care center is reachable between 8:30 am to 5:00 pm, from Monday to Friday.Regards,Team Whiskas","amzn1.account.AFPP5VOCR7RGA3XTBF7HO5TKYAUA","Whiskas Expert","Amazon India","Mx2XND408Y9VFF4","0"
"Whiskas","113271","22","Dear Avinash, Thank you for connecting with us. We would like to understand the issue better and request you to call us on our toll free number 1800407112121, or E-mail us on whiskas.india@effem.com with complete contact details. Our associates will be more than happy to help you with your query. Our consumer care center is reachable between 8:30 am to 5:00 pm, from Monday to Friday. Regards, Team Whiskas","amzn1.account.AFPP5VOCR7RGA3XTBF7HO5TKYAUA","Whiskas Expert","Amazon India","Mx2Y5TN0UTO6JO8","0"
"Pedigree","112883","4","Dear Vikash,Were sorry to hear about your unfortunate experience and we would like to understand the issue better. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx2YPC7ALOBTG46","0"
"Pedigree","113151","31","Dear Customer,We would like to assure you that there is no such thing as fillers in pet food and is largely a statement made by some to promote brands. All the ingredients in pet-food are there for a beneficial purpose. They are either a source of protein, fat, carbohydrate, vitamins or minerals or they are there to improve safety, pet enjoyment or owner satisfaction. For example Corn gluten meal contains 60% to 70% protein and is an excellent source of essential amino acids. Whole corn or corn meal provides highly digestible carbohydrates as an energy source. Reputed pet food companies always use approved and tested ingredients. We would like to reiterate our commitment towards providing consistently reliable and high quality products to our customers at all times. In case of further queries feel free to call us on our toll free number 1800407112121. Our consumer care center is reachable between 8:30 am to 5:00 pm, from Monday to Friday.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx339J07NAQS67G","0"
"Pedigree","112984","62","Dear Amit,Were sorry to hear about your unfortunate experience and recommend you to contact us as we would be happy to offer a free replacement.  We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday.Regards,Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx33UQO66W44KO3","0"
"Pedigree","113068","31","Dear Customer,We apologize for the inconvenience and would like to understand the issue better. We request you to contact our support team. You can reach us on our toll free number 1800 407 11 21 21, our consumer care center is reachable between 8:30 am to 5:00 pm, from Monday to Friday.Regards,Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx33X86P2J9H71K","0"
"Pedigree","112985","62","Dear Amit,Were sorry to hear about your unfortunate experience and recommend you to contact us as we would be happy to offer a free replacement. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx3A60UJOC3CCF5","0"
"Pedigree","113673","62","Hi Mike,Kindly help us with your Order ID for us to assist you better.","amzn1.account.AH4U6XTKSSMORQ2GF3UKQFDFEKZQ","Rahul K","Amazon India","Mx3AP6YIAV7BPBW","0"
"Pedigree","112661","80","Dear Customer, Pets are fussy eaters during summer due to heat. Hence we recommend mix feeding wet gravy + dry food, as it will provide both water and taste encouraging your pet to eat.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx3E4C6XBA2G9HT","0"
"Pedigree","112954","4","Dear Customer, We request you to e-mail us on pedigree.india@effem.com with complete contact details.You can also call us on our toll free number 1800407112121 as we would be very happy to help you Better. Our consumer care center is reachable between 8:30 am to 5:00 pm, from Monday to Friday.                                                                                                                                                        Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx3EEW76JOIROUE","0"
"Pedigree","113108","31","Dear Kaliraj,Were sorry to hear about your unfortunate experience and we would like to understand the issue better. We request you to contact our consumer care center at 1800 407 11 21 21 (Toll free) between 8:30 am to 5:00 pm, from Monday to Friday.Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx3HC350284EOTW","0"
"Whiskas","112591","91","Dear Saurabh,Were sorry to hear about your unfortunate experience and would like a chance to rectify and make it right. We request you to contact our support team. You can reach us on our toll free number 1800 407 11 21 21, our consumer care center is reachable between 8:30 am to 5:00 pm, from Monday to Friday.Regards,Team Whiskas","amzn1.account.AFPP5VOCR7RGA3XTBF7HO5TKYAUA","Whiskas Expert","Amazon India","Mx3LHR97RD824OL","0"
"Pedigree","113174","31","Dear Raj, For puppies below 3 months of age, we recommend you to feed 'Starter mother and pup' pedigree. You can soak it in lukewarm water for 5-10 minutes before serving it to your pup. Regards, Team Pedigree","amzn1.account.AGF4BT4LDSNAXVCGMC334Q6RBOVQ","Pedigree Expert","Amazon India","Mx3M0S7WNQM2LHP","0"
